term,degree,closeness,is_alpha,usable_term
president,4,0.3496846290963938,True,True
life,4,0.3356033688643243,True,True
temperature,4,0.3215749322236933,True,True
food,4,0.3149915084143894,True,True
politic,3,0.39066329656862747,True,True
unverifiable,3,0.3899017696747315,True,True
emergency,3,0.38838758804492673,True,True
exaggeration,3,0.38838758804492673,True,True
socialist,3,0.35974749612075047,True,True
green,3,0.35029703650286736,True,True
middle,3,0.34605468484971846,True,True
redistribute,3,0.3328113275260187,True,True
wealth,3,0.3328113275260187,True,True
keystone,3,0.31449623874707117,True,True
wind,3,0.3140025240865577,True,True
expensive,3,0.3140025240865577,True,True
rancher,3,0.3135103571209048,True,True
prediction,2,0.3710938921022955,True,True
approval,2,0.32105876058288485,True,True
adaptation,2,0.3091493166045398,True,True
legal,1,0.004901960784313725,True,True
